drugbank_id	name	cas	group
DB09308	Solithromycin	760981-83-7	investigational,
DB09309	Kitasamycin	1392-21-8	experimental,
DB09311	Polycarbophil	9003-97-8	approved,
DB09313	Ioxaglic acid	59017-64-0	approved,investigational,
DB09314	Technetium Tc-99m pertechnetate	23288-61-1	approved,investigational,
DB09315	Xenon-133	14932-42-4	approved,
DB09316	Thallous Chloride	7791-12-0	approved,
DB09317	Synthetic Conjugated Estrogens, A		approved,
DB09318	Synthetic Conjugated Estrogens, B		approved,
DB09319	Carbenicillin indanyl	35531-88-5	approved,investigational,
DB09320	Procaine benzylpenicillin	54-35-3	approved,vet_approved,
DB09321	Zinc oxide	1314-13-2	approved,
DB09322	Zinc sulfate	7733-02-0	approved,investigational,
DB09323	Benzathine benzylpenicillin	1538-09-6	approved,vet_approved,
DB09324	Sulbactam	68373-14-8	approved,
DB09325	Sodium fluoride	7681-49-4	approved,
DB09326	Ammonia N-13	34819-78-8	approved,
DB09327	Tegafur-uracil	74578-38-4	approved,investigational,
DB09328	Vayarin		approved,investigational,
DB09330	Osimertinib	1421373-65-0	approved,
DB09332	Kappadione	131-13-5	approved,
DB09333	Iopodic acid	5587-89-3	approved,investigational,withdrawn,
DB09335	Alatrofloxacin	146961-76-4	withdrawn,
DB09336	Technetium Tc-99m nofetumomab merpentan	165942-79-0	approved,withdrawn,
DB09337	Medical air	132259-10-0	approved,vet_approved,
DB09338	Mersalyl	486-67-9	approved,
DB09340	Tyropanoic acid	27293-82-9	approved,
DB09341	Glucose	50-99-7	approved,vet_approved,
DB09342	Propoxycaine	86-43-1	approved,
DB09343	Tipiracil	183204-74-2	approved,investigational,
DB09344	Invert sugar	8013-17-0	approved,
DB09345	Pramocaine	140-65-8	approved,
DB09346	Metrizoic acid	1949-45-7	approved,
DB09347	Acetrizoic acid	85-36-9	withdrawn,
DB09348	beta-Propiolactone	57-57-8	approved,withdrawn,
DB09350	Piperonyl butoxide	51-03-6	approved,vet_approved,
DB09351	Levobetaxolol	93221-48-8	approved,investigational,
DB09352	Hydroxyamphetamine	103-86-6	approved,
DB09353	Sulfur		approved,
DB09355	Sulfabenzamide	127-71-9	approved,
DB09357	Dexpanthenol	81-13-0	approved,
DB09363	Rauwolfia serpentina root	8063-17-0	investigational,
DB09364	Procaine merethoxylline	60064-28-0	approved,
DB09366	Propyliodone	587-61-1	approved,
DB09369	Polyestradiol phosphate	28014-46-2	approved,
DB09371	Norethynodrel	68-23-5	approved,
DB09372	Tannic acid		approved,
DB09373	Trolamine polypeptide oleate condensate		approved,vet_approved,
DB09374	Indocyanine green acid form	28782-33-4	approved,investigational,
DB09375	Chymotrypsin	9004-07-3	approved,vet_approved,
DB09376	Lapyrium	109260-82-4	approved,
DB09378	Fluprednisolone	53-34-9	approved,
DB09381	Estrogens, esterified		approved,
DB09383	Meprednisone	1247-42-3	approved,investigational,
DB09389	Norgestrel	6533-00-2	approved,
DB09393	Amino acids	65072-01-7	approved,investigational,
DB09394	Phosphoric acid		approved,
DB09395	Sodium acetate	127-09-3	approved,
DB09397	Technetium Tc-99m sulfur colloid		approved,investigational,
DB09398	Fluoride ion F-18	67862-54-8	approved,
DB09401	Isosorbide	652-67-5	approved,investigational,
DB09403	Iocetamic acid	16034-77-8	approved,
DB09407	Magnesium chloride	7786-30-3	approved,
DB09409	Magnesium acetate tetrahydrate	16674-78-5	approved,
DB09413	Monopotassium phosphate	7778-77-0	approved,investigational,vet_approved,
DB09414	Dipotassium phosphate	7758-11-4	approved,
DB09418	Potassium perchlorate	7778-74-7	approved,investigational,
DB09419	Xylose	58-86-6	approved,
DB09420	Iodide I-123	69239-56-1	approved,
DB09421	Protirelin	24305-27-9	approved,investigational,
DB09422	Soybean oil		approved,
DB09425	Indium In-111 pentetate	135998-32-2	approved,
DB09449	Sodium phosphate	7632-05-5	approved,
DB09459	Tartaric acid		approved,
DB09460	Sodium carbonate	497-19-8	approved,
DB09462	Glycerin	56-81-5	approved,investigational,
DB09472	Sodium sulfate	7757-82-6	approved,vet_approved,
DB09473	Indium In-111 oxyquinoline	65389-08-4	approved,
DB09477	Enalaprilat	76420-72-9	approved,
DB09479	Rubidium Rb-82		approved,investigational,
DB09481	Magnesium carbonate	546-93-0	approved,investigational,
DB09484	Sodium monofluorophosphate		approved,
DB09487	Iotrolan	79770-24-4	approved,
DB09488	Acrivastine	87848-99-5	approved,
DB09490	Indium In-111 chloride	50800-85-6	approved,
DB09494	Cetyl alcohol	36653-82-4	approved,
DB09495	Avobenzone	70356-09-1	approved,investigational,
DB09496	Octinoxate	5466-77-3	approved,investigational,
DB09498	Strontium chloride Sr-89	38270-90-5	approved,investigational,
DB09499	Thiosulfuric acid	13686-28-7	approved,investigational,
DB09502	Fludeoxyglucose F-18	63503-12-8	approved,investigational,
DB09510	Urea C-13		approved,
DB09511	Talc		approved,
DB09512	Simethicone	8050-81-5	approved,
DB09513	Urea C-14	594-05-8	approved,
DB09516	Mequinol	150-76-5	approved,
DB09517	Sodium ferric gluconate complex	34089-81-1	approved,
DB09526	Hydroquinone	123-31-9	approved,investigational,
DB09534	Ecamsule	92761-26-7	approved,
DB09535	Octocrylene		approved,investigational,
DB09536	Titanium dioxide	13463-67-7	approved,
DB09537	Iodine povacrylex		approved,
DB09539	Omega-3-acid ethyl esters	308081-97-2	approved,investigational,
DB09543	Methyl salicylate	119-36-8	approved,vet_approved,
DB09546	Iobenguane sulfate I-123	80663-95-2	approved,investigational,
DB09551	Desoxyribonuclease		approved,
DB09552	Thonzonium	25466-36-8	approved,
DB09555	Dexchlorpheniramine maleate		approved,
DB09561	Sodium glycerophosphate	1334-74-3	approved,
DB09563	Choline C-11		approved,
DB09567	Olive oil	8001-25-0	approved,
DB09568	Omega-3-carboxylic acids		approved,investigational,
DB09570	Ixazomib	1072833-77-2	approved,investigational,
DB09571	Levmetamfetamine	33817-09-3	approved,
DB11056	Stannous chloride	7772-99-8	approved,
DB11057	Mineral oil	8042-47-5	approved,vet_approved,
DB11058	Petrolatum	8009-03-8	approved,investigational,
DB11059	Carboxymethylcellulose	9000-11-7	approved,investigational,
DB11060	Polyvinyl alcohol	9002-89-5	approved,
DB11061	Povidone	9003-39-8	approved,
DB11062	Octisalate		approved,
DB11063	Polysorbate 80	9005-65-6	approved,
DB11064	Homosalate		approved,investigational,
DB11068	Selenic acid	7783-08-6	approved,
DB11071	Phenyl salicylate	118-55-8	approved,
DB11072	Hydrogen fluoride	7664-39-3	approved,
DB11073	Cetylpyridinium	7773-52-6	approved,
DB11074	Dimethicone	63148-62-9	approved,
DB11075	Hypromellose	9004-65-3	approved,
DB11077	Polyethylene glycol 400	25322-68-3	approved,
DB11079	Trolamine salicylate	2174-16-5	approved,
DB11080	Silver nitrate		approved,investigational,
DB11081	Aluminum chloride	7446-70-0	approved,
DB11082	Coal tar	8007-45-2	approved,
DB11085	Resorcinol	108-46-3	approved,
DB11086	Cocoa butter	8002-31-1	approved,
DB11087	Pyrethrum extract		approved,
DB11088	Shark liver oil		approved,
DB11089	Docusate	577-11-7	approved,
DB11090	Potassium nitrate	7757-79-1	approved,
DB11091	Hydrogen peroxide	7722-84-1	approved,vet_approved,
DB11092	Stannous fluoride	7783-47-3	approved,
DB11093	Calcium Citrate	813-94-5	approved,
DB11094	Vitamin D	1406-16-2	approved,nutraceutical,vet_approved,
DB11096	Meradimate	134-09-8	approved,
DB11098	Potassium bicarbonate	298-14-6	approved,
DB11100	Allantoin	97-59-6	approved,
DB11102	N-acetyltyrosine	537-55-3	approved,
DB11104	Sulfur hexafluoride	2551-62-4	approved,
DB11105	Benzalkonium	8001-54-5	approved,
DB11107	Potassium bitartrate	868-14-4	experimental,
DB11108	Aluminum sesquichlorohydrate		approved,
DB11109	Chlorine		approved,
DB11110	Magnesium citrate	3344-18-1	approved,
DB11112	Lanolin	8006-54-0	approved,
DB11113	Castor oil	8001-79-4	approved,investigational,nutraceutical,vet_approved,
DB11114	Eucalyptus oil	8000-48-4	approved,
DB11115	Ensulizole	27503-81-7	approved,
DB11116	Aluminum zirconium trichlorohydrex gly	134375-99-8	approved,experimental,
DB11117	Undecylenate	112-38-9	approved,investigational,
DB11118	Ammonia	7664-41-7	approved,
DB11119	Sodium iodide	7681-82-5	approved,
DB11120	Turpentine	9005-90-7	approved,experimental,
DB11121	Chloroxylenol	88-04-0	approved,
DB11123	Hypochlorite	14380-61-1	approved,
DB11124	Racepinephrine	329-65-7	approved,
DB11125	Benzethonium	121-54-0	approved,
DB11126	Calcium gluconate	299-28-5	approved,vet_approved,
DB11127	Selenious acid	7783-00-8	approved,investigational,
DB11128	Ammonium molybdate		approved,
DB11129	Carbamide peroxide	124-43-6	approved,
DB11130	Opium	8008-60-4	approved,illicit,
DB11132	Silicon dioxide	7631-86-9	approved,
DB11133	Omega-3 fatty acids	329042-31-1	approved,nutraceutical,
DB11134	Cupric oxide	1317-38-0	approved,
DB11135	Selenium	7782-49-2	approved,investigational,vet_approved,
DB11136	Chromium	7440-47-3	approved,
DB11137	Molybdenum	7439-98-7	approved,
DB11140	Chromium Cr-51	14392-02-0	approved,
DB11141	Manganese gluconate	6485-39-8	approved,
DB11142	Selenomethionine	3211-76-5	approved,investigational,
DB11143	Cresol	1319-77-3	approved,
DB11145	Oxyquinoline	148-24-3	approved,vet_approved,
DB11147	Aluminum zirconium pentachlorohydrate	173762-83-9	approved,
DB11148	Butamben	94-25-7	approved,withdrawn,
DB11149	Aluminum zirconium tetrachlorohydrex gly	90604-80-1	approved,
DB11150	Barium sulfate	7727-43-7	approved,
DB11151	Sodium hydroxide	1310-73-2	approved,
DB11152	Trichloroacetate	76-03-9	approved,
DB11153	Potassium hydroxide	1310-58-3	approved,
DB11154	Zinc citrate		approved,
DB11155	Triclocarban	101-20-2	approved,
DB11156	Pyrantel	15686-83-6	approved,vet_approved,
DB11157	Anthralin	1143-38-0	approved,
DB11158	Pectin	9000-69-5	approved,investigational,vet_approved,
DB11159	Sodium sulfide	1313-82-2	approved,
DB11160	Phenyltoloxamine	92-12-6	approved,
DB11161	Polyethylene glycol 300	25322-68-3	approved,
DB11163	Picrate	88-89-1	approved,
DB11164	Bicisate	121251-02-3	approved,investigational,
DB11165	Rosin		approved,
DB11168	Calcium threonate	70753-61-6	approved,
DB11169	Ferrous asparto glycinate		approved,
DB11171	Ferric sulfate	10028-22-5	approved,
DB11172	Sesame oil		approved,investigational,nutraceutical,
DB11174	2-(l-menthoxy)ethanol	75443-64-0	experimental,
DB11175	Zinc picolinate		approved,investigational,
DB11176	Zeaxanthin	144-68-3	approved,investigational,
DB11178	Polysorbate 20	9005-64-5	approved,
DB11179	Exametazime	105613-48-7	approved,
DB11180	Tetrofosmin	127502-06-1	approved,
DB11181	Homatropine	87-00-3	approved,
DB11182	Rose bengal	11121-48-5	approved,experimental,investigational,
DB11183	Light green SF yellowish	5141-20-8	approved,experimental,
DB11184	Oftasceine	1461-15-0	approved,
DB11185	Sulisobenzone	4065-45-6	approved,
DB11186	Pentoxyverine	77-23-6	approved,investigational,
DB11189	Magnesium glycinate	14783-68-7	approved,
DB11190	Pantethine	16816-67-4	approved,investigational,
DB11191	Cobamamide	13870-90-1	approved,
DB11193	Papain	9001-73-4	approved,
DB11195	Xylitol	87-99-0	approved,investigational,
DB11197	Ferrous cysteine glycinate		approved,
DB11198	Peppermint oil	8006-90-4	approved,investigational,
DB11199	Sage oil		approved,nutraceutical,
DB11200	Aluminum zirconium octachlorohydrex gly	174514-58-0	approved,
DB11201	Menthyl salicylate	89-46-3	approved,
DB11202	N-alkyl ethylbenzyl dimethyl ammonium (C12-C14)		approved,
DB11203	Boron		approved,
DB11204	Panthenol	16485-10-2	approved,
DB11205	Alcloxa	1317-25-5	approved,
DB11206	Bemotrizinol	187393-00-6	approved,
DB11207	Amiloxate	71617-10-2	approved,
DB11208	Aluminum chlorohydrex propylene glycol	53026-85-0	approved,
DB11209	Iron protein succinylate	250705-13-6	approved,investigational,
DB11210	Ferrous bisglycinate	20150-34-9	approved,
DB11217	Arbutin	497-76-7	approved,
DB11218	Tea tree oil		approved,
DB11219	Enzacamene	36861-47-9	approved,
DB11220	Octacosanol	557-61-9	nutraceutical,
DB11221	Dioxybenzone	131-53-3	approved,
DB11225	Peg-100 stearate	9004-99-3	approved,
DB11226	Ethylhexyl methoxycrylene	947753-66-4	approved,experimental,
DB11228	Methyl cellulose	9004-67-5	approved,
DB11229	Padimate A		experimental,withdrawn,
DB11230	Magnesium Aluminum Silicate	1327-43-1	approved,
DB11231	Lycopene	502-65-8	approved,investigational,
DB11234	Poliglusam	9012-76-4	approved,
DB11235	Thonzylamine	91-85-0	approved,
DB11237	Trypsin	9002-07-7	approved,vet_approved,
DB11238	Borage oil		approved,investigational,
DB11239	Aluminum sulfate	10043-01-3	approved,
DB11242	Gelatin	9000-70-8	approved,vet_approved,
DB11243	Ethyl macadamiate		approved,
DB11244	Cyclomethicone 5		approved,
DB11246	Copper gluconate	527-09-3	approved,investigational,
DB11248	Zinc gluconate	4468-02-4	approved,vet_approved,
DB11250	Glyceryl monostearate	31566-31-1	experimental,
DB11251	Tocopherol	1406-66-2	approved,investigational,
DB11252	Poloxamer 407		approved,investigational,
DB11253	Xanthan gum	11138-66-2	approved,
DB11254	Hexylresorcinol	136-77-6	approved,
DB11255	Chromium picolinate	14639-25-9	approved,
DB11256	Levomefolic acid	31690-09-2	approved,investigational,
DB11257	Fluoride ion	16984-48-8	approved,
DB11258	Ceramide 3	100403-19-8	approved,
DB11259	Diosmetin	520-34-3	experimental,
DB11260	Diacetyl benzoyl lathyrol	218916-52-0	approved,
DB11261	Atractylodes japonica root		approved,
DB11262	Bisoctrizole	103597-45-1	approved,
DB11263	Polydatin		approved,
DB11264	Calcium glycerophosphate	27214-00-2	approved,
DB11266	Sea salt		approved,
DB11267	Triethoxycaprylylsilane	2943-75-1	experimental,
DB11268	Protocatechualdehyde		approved,
DB11269	Diethylamino hydroxybenzoyl hexyl benzoate	302776-68-7	approved,
DB11270	Atractylodes japonica root oil		approved,
DB11271	Polysilicone-15	207574-74-1	approved,
DB11272	Methyl undecenoyl leucinate		approved,
DB11273	Dihydroergocornine	25447-65-8	approved,
DB11274	Dihydro-alpha-ergocryptine	25447-66-9	approved,
DB11275	Epicriptine	88660-47-3	approved,
DB11276	Pine needle oil (pinus mugo)		approved,experimental,
DB11277	Aluminum zirconium pentachlorohydrex gly		approved,
DB11278	DL-Methylephedrine	1201-56-5	approved,
DB11279	Brilliant green cation	18198-35-1	approved,vet_approved,
DB11282	Diethyltoluamide	134-62-3	approved,
DB11283	DL-dimyristoylphosphatidylcholine	18656-38-7	approved,
DB11284	DL-dimyristoylphosphatidylglycerol	61361-72-6	approved,
DB11293	Rice bran oil		approved,
DB11295	Trichophyton verrucosum		approved,
DB11296	Prezatide	49557-75-7	approved,experimental,
DB11298	Thioredoxin	52500-60-4	approved,
DB11299	Vanillyl butyl ether	82654-98-6	approved,
DB11301	Curcuma aromatica root oil	94349-73-2	approved,
DB11302	Hydrogenated soybean oil		approved,
DB11304	Phenoxyethanol	122-99-6	approved,
DB11305	Quaternium-18	61789-80-8	experimental,
DB11315	Methscopolamine	13265-10-6	approved,
DB11318	1,2-Docosahexanoyl-sn-glycero-3-phosphoserine	133831-23-9	experimental,
DB11321	Cod liver oil	8001-69-2	nutraceutical,vet_approved,
DB11323	Glycol salicylate	87-28-5	approved,
DB11324	Nonivamide	2444-46-4	investigational,
DB11326	Boric acid	10043-35-3	approved,
DB11327	Dipyrithione	3696-28-4	approved,
DB11328	Tetradecyl hydrogen sulfate (ester)	300-52-7	approved,
DB11329	C11-12 isoparaffin		approved,
DB11331	1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol))	185435-28-3	approved,
DB11332	Sinapultide	138531-07-4	approved,
DB11333	Poloxamer 188	691397-13-4	approved,investigational,
DB11336	Kinetin	525-79-1	approved,
DB11337	Zeatin	1637-39-4	experimental,
DB11338	Clove oil	8000-34-8	approved,nutraceutical,
DB11340	Ubiquinol	992-78-9	approved,investigational,
DB11341	Ichthammol	8029-68-3	approved,
DB11342	Aluminum oxide	1344-28-1	approved,
DB11343	Silanol	70131-67-8	approved,
DB11344	(+)-menthol	15356-60-2	experimental,
DB11345	(S)-camphor	464-48-2	experimental,
DB11346	Rubidium	7440-17-7	approved,investigational,
DB11348	Calcium Phosphate	10103-46-5	approved,
DB11349	Cetyl ethylhexanoate		approved,
DB11350	Cocamidopropyl betaine		approved,
DB11352	Ascorbyl phosphate		approved,
DB11355	Propolis wax		approved,
DB11356	Polyquaternium-10 (400 cps at 2%)	81859-24-7	approved,
DB11357	Linseed oil	66071-03-2	approved,investigational,
DB11358	Evening primrose oil	308064-97-3	investigational,nutraceutical,
DB11359	Guaiacol	90-05-1	approved,
DB11360	Lactobacillus plantarum		approved,investigational,
DB11361	Betula pendula tar oil	8001-88-5	nutraceutical,
DB11362	Selexipag	475086-01-2	approved,
DB11363	Alectinib		approved,investigational,
DB11364	Pidotimod	121808-62-6	approved,
DB11365	Sennosides		approved,
DB11366	Roquinimex	84088-42-6	investigational,
DB11367	Cefroxadine	51762-05-1	withdrawn,
DB11368	Chlorophetanol	1892-43-9	experimental,
DB11371	Alfaxalone	23930-19-0	vet_approved,
DB11376	Azaperone	1649-18-9	investigational,vet_approved,
DB11386	Chlorobutanol	57-15-8	approved,investigational,vet_approved,
DB11398	Diclazuril	101831-37-2	investigational,vet_approved,
DB11403	Emodepside	155030-63-0	investigational,vet_approved,
DB11411	Fenprostalene	69381-94-8	vet_approved,
DB11421	Imidacloprid	105827-78-9	vet_approved,
DB11431	Moxidectin	113507-06-5	approved,investigational,vet_approved,
DB11446	Oxfendazole	53716-50-0	investigational,vet_approved,
DB11451	Poloxalene	691397-13-4	investigational,vet_approved,
DB11454	Prostalene	54120-61-5	vet_approved,
DB11455	Robenacoxib	220991-32-2	experimental,vet_approved,
DB11457	Rotenone	83-79-4	vet_approved,
DB11460	Squalene	111-02-4	vet_approved,
DB11471	Tilmicosin	108050-54-0	investigational,vet_approved,
DB11477	Xylazine	7361-61-7	vet_approved,
DB11481	Atipamezole	104054-27-5	investigational,vet_approved,
DB11482	Balsam of Peru	8007-00-9	nutraceutical,vet_approved,
DB11490	Nalorphine	62-67-9	approved,vet_approved,
DB11491	Sarafloxacin	98105-99-8	vet_approved,withdrawn,
DB11510	Deslorelin	57773-65-6	investigational,vet_approved,
DB11512	Dihydrostreptomycin	128-46-1	investigational,vet_approved,
DB11526	Masitinib	790299-79-5	investigational,vet_approved,
DB11558	Toluene	108-88-3	vet_approved,
DB11560	Lesinurad	878672-00-5	approved,investigational,
DB11561	Aminacrine	90-45-9	experimental,
DB11562	Bicuculline	485-49-4	experimental,
DB11570	Padimate O	21245-02-3	approved,
DB11573	Aluminum chlorohydrate	12359-72-7	approved,
DB11574	Elbasvir	1370468-36-2	approved,
DB11575	Grazoprevir	1350514-68-9	approved,
DB11577	Indigotindisulfonic Acid	483-20-5	approved,
DB11578	Hard fat		approved,
DB11579	Light Mineral Oil	92062-35-6	approved,
DB11581	Venetoclax	1257044-40-8	approved,investigational,
DB11582	Thiocolchicoside	602-41-5	approved,investigational,
DB11583	Cetalkonium	10328-34-4	approved,
DB11584	Pipradrol	467-60-7	approved,
DB11585	Drometrizole trisiloxane	155633-54-8	approved,
DB11586	Asunaprevir	630420-16-5	approved,investigational,withdrawn,
DB11587	Etafedrine	48141-64-6	approved,
DB11588	Carbon monoxide	630-08-0	approved,investigational,
DB11589	Neon	7440-01-9	approved,investigational,
DB11590	Thimerosal	54-64-8	approved,
DB11591	Bilastine	202189-78-4	approved,investigational,
DB11592	Nitrocefin	41906-86-9	experimental,
DB11593	Isatoic anhydride	118-48-9	experimental,
DB11594	Domiphen	13900-14-6	approved,experimental,
DB11596	Levoleucovorin	68538-85-2	approved,investigational,
DB11599	Starch, corn	9005-25-8	approved,nutraceutical,
DB11602	Hydroxyethyl cellulose	9004-62-0	approved,
DB11605	Myrrh	9000-45-7	approved,
DB11609	Normethadone	467-85-6	approved,illicit,
DB11610	Oxilofrine	365-26-4	approved,
DB11611	Lifitegrast	1025967-78-5	approved,
DB11613	Velpatasvir	1377049-84-7	approved,investigational,
DB11614	Rupatadine	158876-82-5	approved,
DB11616	Pirarubicin	72496-41-4	investigational,
DB11617	Aclarubicin	57576-44-0	investigational,
DB11618	Zorubicin	54083-22-6	experimental,
DB11619	Gestrinone	16320-04-0	approved,
DB11620	Neridronic Acid	79778-41-9	experimental,investigational,
DB11622	Dehydrocholic acid	81-23-2	approved,investigational,
DB11623	Candoxatrilat	123122-54-3	experimental,
DB11625	Perflenapent	678-26-2	investigational,withdrawn,
DB11628	Depreotide	161982-62-3	withdrawn,
DB11629	Laropiprant	571170-77-9	approved,investigational,withdrawn,
DB11630	Temoporfin	122341-38-2	approved,investigational,
DB11632	Opicapone	923287-50-7	approved,investigational,
DB11633	Isavuconazole	241479-67-4	approved,investigational,
DB11634	Colestilan chloride	95522-45-5	approved,investigational,withdrawn,
DB11635	Tocofersolan	9002-96-4	approved,
DB11636	Nomegestrol	58691-88-6	approved,
DB11637	Delamanid	681492-22-8	approved,investigational,
DB11638	Artenimol	71939-50-9	approved,investigational,
DB11640	Amifampridine	54-96-6	approved,
DB11641	Vinflunine	162652-95-1	approved,investigational,
DB11642	Pitolisant	362665-56-3	approved,investigational,
DB11644	Tafamidis	594839-88-0	approved,investigational,
DB11645	PF-4191834	1029317-21-2	investigational,
DB11647	Incyclinide	15866-90-7	investigational,
DB11648	Afuresertib	1047644-62-1	investigational,
DB11649	Lersivirine	473921-12-9	investigational,
DB11650	HT-0712	617720-02-2	investigational,
DB11651	Dactolisib	915019-65-7	investigational,
DB11652	Tucatinib	937263-43-9	investigational,
DB11653	Bremelanotide	189691-06-3	investigational,
DB11654	T-2000	97846-21-4	investigational,
DB11655	Evacetrapib	1186486-62-3	investigational,
DB11656	Rebamipide	90098-04-7	investigational,
DB11658	QAV-680	872365-16-7	investigational,
DB11659	Indium	7440-74-6	investigational,
DB11660	Latanoprostene Bunod	860005-21-6	approved,investigational,
DB11662	Rabusertib	911222-45-2	investigational,
DB11663	Pictilisib	957054-30-7	investigational,
DB11664	Psilocybine	520-52-5	investigational,
DB11665	BMS-690514	859853-30-8	investigational,
DB11666	Buparlisib	944396-07-0	investigational,
DB11667	2'-cyano-2'-deoxy-1-(beta-D-arabinofuranosyl)cytosine	135598-68-4	investigational,
DB11669	Ortataxel	186348-23-2	investigational,
DB11670	SP-8203	1176758-04-5	investigational,
DB11671	AZD-4877	1176760-49-8	investigational,
DB11672	Curcumin	458-37-7	approved,investigational,
DB11673	Pyridoxamine	85-87-0	investigational,
DB11674	Equol	531-95-3	investigational,
DB11675	Mosapride	112885-41-3	investigational,
DB11676	Galidesivir	249503-25-1	investigational,
DB11677	Triheptanoin	620-67-7	investigational,
DB11678	Treosulfan	299-75-2	investigational,
DB11679	Fruquintinib	1194506-26-7	investigational,
DB11681	Tofimilast	185954-27-2	investigational,
DB11682	Daprodustat	960539-70-2	investigational,
DB11683	PF-06282999	1435467-37-0	investigational,
DB11684	APR-246	5291-32-7	investigational,
DB11686	Iferanserin	58754-46-4	investigational,
DB11687	E-6201	603987-35-5	investigational,
DB11688	2-chloroethyl-3-sarcosinamide-1-nitrosourea	81965-43-7	investigational,
DB11689	Selumetinib	606143-52-6	investigational,
DB11691	Naldemedine	916072-89-4	approved,investigational,
DB11692	AZD-2624	941690-55-7	investigational,
DB11693	Voclosporin	515814-01-4	investigational,
DB11694	Ilorasertib	1227939-82-3	investigational,
DB11695	Carnosine	305-84-0	investigational,
DB11696	Racecadotril	81110-73-8	investigational,
DB11697	Pacritinib	937272-79-2	investigational,
DB11698	Ipragliflozin	761423-87-4	investigational,
DB11699	Tropisetron	89565-68-4	approved,investigational,
DB11700	Setmelanotide	920014-72-8	investigational,
DB11701	Amenamevir	841301-32-4	investigational,
DB11702	Antineoplaston A10	91531-30-5	investigational,
DB11703	Acalabrutinib	1420477-60-6	approved,investigational,
DB11704	Adomeglivant	1488363-78-5	investigational,
DB11705	Iomeprol	78649-41-9	approved,investigational,
DB11706	Raxatrigine	934240-30-9	investigational,
DB11707	Olaptesed Pegol	1390628-22-4	investigational,
DB11708	Peficitinib	944118-01-8	investigational,
DB11709	Acetyl hexapeptide-8	616204-22-9	investigational,
DB11710	Trigonellamide	3106-60-3	investigational,
DB11711	Navarixin	473727-83-2	investigational,
DB11712	Tezacaftor	1152311-62-0	approved,investigational,
DB11713	Ruzasvir	1613081-64-3	investigational,
DB11716	Misonidazole	13551-87-6	investigational,
DB11717	Epacadostat	1204669-58-8	investigational,
DB11718	Encorafenib	1269440-17-6	approved,investigational,
DB11719	UK-390957	934301-71-0	investigational,
DB11720	Angiotensin 1-7	51833-78-4	investigational,
DB11721	Mitoglitazone	146062-49-9	investigational,
DB11723	Dutogliptin	852329-66-9	investigational,
DB11724	Bombesin	31362-50-2	investigational,
DB11725	Latrepirdine	3613-73-8	investigational,
DB11726	Encenicline	550999-75-2	investigational,
DB11729	GSK-2330672	1345982-69-5	investigational,
DB11730	Ribociclib	1211441-98-3	approved,investigational,
DB11731	Depatuxizumab mafodotin	1585973-65-4	investigational,
DB11732	Lasmiditan	439239-90-4	investigational,
DB11734	Fedovapagon	347887-36-9	investigational,
DB11735	Galactose	59-23-4	approved,investigational,
DB11736	PF-00489791	853003-48-2	investigational,
DB11737	Icotinib	610798-31-7	approved,investigational,
DB11738	Rilmenidine	54187-04-1	approved,investigational,
DB11739	Vonoprazan	881681-00-1	investigational,
DB11740	MK-1775	955365-80-7	investigational,
DB11741	Famitinib	1044040-56-3	investigational,
DB11742	Ebastine	90729-43-4	approved,investigational,
DB11743	Ipatasertib	1001264-89-6	investigational,
DB11744	Epetraborole	1093643-37-8	investigational,
DB11745	Otenabant	686344-29-6	investigational,
DB11747	Barasertib	722543-31-9	investigational,
DB11748	Benfotiamine	22457-89-2	approved,investigational,
DB11749	(R)-Praziquantel	57452-98-9	investigational,
DB11750	Clobetasol	25122-41-2	approved,investigational,
DB11751	Cabotegravir	1051375-10-0	investigational,
DB11752	Bryostatin 1	83314-01-6	investigational,
DB11753	Rifamycin	6998-60-3	investigational,
DB11755	Tetrahydrocannabivarin	31262-37-0	investigational,
DB11757	Istradefylline	155270-99-8	investigational,
DB11758	Cenicriviroc	497223-25-3	investigational,
DB11759	Pevonedistat	905579-51-3	investigational,
DB11760	Talazoparib	1207456-01-6	investigational,
DB11761	Tenapanor	1234423-95-0	investigational,
DB11762	Marizomib	437742-34-2	investigational,
DB11763	Momelotinib	1056634-68-4	investigational,
DB11764	Spebrutinib	1202757-89-8	investigational,
DB11765	PF-04991532	1215197-37-7	investigational,
DB11766	AZD-1305	872045-91-5	investigational,
DB11768	O-(2,4-dichlorophenyl)-O-methyl-isopropylphosphoramidothioate	299-85-4	approved,investigational,
DB11769	Funapide	1259933-16-8	investigational,
DB11770	Talinolol	57460-41-0	investigational,
DB11772	Pilaralisib	934526-89-3	investigational,
DB11773	BMS-903452	1339944-47-6	investigational,
DB11774	Pazufloxacin	127045-41-4	investigational,
DB11775	PF-03758309	898044-15-0	investigational,
DB11778	Danusertib	827318-97-8	investigational,
DB11779	Danoprevir	850876-88-9	investigational,
DB11780	Allicin	539-86-6	investigational,
DB11781	Tosedostat	238750-77-1	investigational,
DB11782	Birinapant	1260251-31-7	investigational,
DB11783	Imidapril	89371-37-9	investigational,
DB11784	NRX-1074	1421866-48-9	investigational,
DB11785	Anisodamine	55869-99-3	investigational,
DB11786	Pefcalcitol	381212-03-9	investigational,
DB11787	Ralimetinib	862505-00-8	investigational,
DB11789	Hyodeoxycholic Acid	83-49-8	investigational,
